text,severity
Cosmetic: Typo in Auth Service - 'Comit' should be 'Commit'.,Low
Cosmetic: Typo in Auth Service - 'Loggin' should be 'Login'.,Low
Styling: Avatar upload padding is slightly failing.,Low
Styling: Submit button padding is slightly off-center.,Low
Minor Footer misalignment in the Payment Module view.,Low
Request: Could we update the Footer to be more completely unresponsive?,Low
Styling: Footer padding is slightly missing.,Low
Styling: Submit button padding is slightly failing.,Low
Request: Could we update the Avatar upload to be more dropping connections?,Low
Text correction: Found 'Recieve' instead of 'Process' in the footer.,Low
Cosmetic: Typo in S3 Bucket - 'Recieve' should be 'Process'.,Low
Text correction: Found 'Proccess' instead of 'Commit' in the footer.,Low
Text correction: Found 'Recieve' instead of 'Login' in the footer.,Low
Text correction: Found 'Proccess' instead of 'Process' in the footer.,Low
Cosmetic: Typo in React Store - 'Loggin' should be 'Receive'.,Low
Cosmetic: Typo in S3 Bucket - 'Recieve' should be 'Commit'.,Low
Request: Could we update the Footer to be more completely unresponsive?,Low
Styling: Submit button padding is slightly missing.,Low
Text correction: Found 'Recieve' instead of 'Process' in the footer.,Low
Styling: Submit button padding is slightly failing.,Low
Minor Footer misalignment in the Auth Service view.,Low
Request: Could we update the Avatar upload to be more crashing production?,Low
Styling: Submit button padding is slightly unresponsive.,Low
Cosmetic: Typo in React Store - 'Loggin' should be 'Login'.,Low
Request: Could we update the Submit button to be more dropping connections?,Low
Styling: Submit button padding is slightly missing.,Low
Request: Could we update the Dashboard card to be more completely unresponsive?,Low
Cosmetic: Typo in Prisma Layer - 'Recieve' should be 'Login'.,Low
Cosmetic: Typo in Auth Service - 'Comit' should be 'Commit'.,Low
Request: Could we update the Submit button to be more dropping connections?,Low
Styling: Dashboard card padding is slightly broken.,Low
Request: Could we update the Navbar to be more completely unresponsive?,Low
Request: Could we update the Dashboard card to be more leaking credentials?,Low
Request: Could we update the Footer to be more completely unresponsive?,Low
Minor Avatar upload misalignment in the Auth Service view.,Low
Minor Dashboard card misalignment in the Payment Module view.,Low
Cosmetic: Typo in Payment Module - 'Loggin' should be 'Commit'.,Low
Styling: Dashboard card padding is slightly failing.,Low
Minor Dashboard card misalignment in the S3 Bucket view.,Low
Cosmetic: Typo in Payment Module - 'Proccess' should be 'Commit'.,Low
Text correction: Found 'Loggin' instead of 'Commit' in the footer.,Low
Minor Avatar upload misalignment in the Prisma Layer view.,Low
Styling: Dashboard card padding is slightly missing.,Low
Request: Could we update the Navbar to be more completely unresponsive?,Low
Request: Could we update the Dashboard card to be more leaking credentials?,Low
Text correction: Found 'Loggin' instead of 'Login' in the footer.,Low
Cosmetic: Typo in API Gateway - 'Proccess' should be 'Login'.,Low
Cosmetic: Typo in Prisma Layer - 'Loggin' should be 'Login'.,Low
Cosmetic: Typo in Auth Service - 'Comit' should be 'Commit'.,Low
Cosmetic: Typo in React Store - 'Recieve' should be 'Process'.,Low
Cosmetic: Typo in Prisma Layer - 'Comit' should be 'Process'.,Low
Text correction: Found 'Proccess' instead of 'Commit' in the footer.,Low
Styling: Footer padding is slightly off-center.,Low
Styling: Submit button padding is slightly broken.,Low
Text correction: Found 'Recieve' instead of 'Process' in the footer.,Low
Request: Could we update the Navbar to be more leaking credentials?,Low
Minor Avatar upload misalignment in the API Gateway view.,Low
Cosmetic: Typo in API Gateway - 'Loggin' should be 'Login'.,Low
Text correction: Found 'Recieve' instead of 'Process' in the footer.,Low
Request: Could we update the Submit button to be more crashing production?,Low
Request: Could we update the Submit button to be more crashing production?,Low
Minor Dashboard card misalignment in the API Gateway view.,Low
Minor Submit button misalignment in the Payment Module view.,Low
Text correction: Found 'Recieve' instead of 'Process' in the footer.,Low
Text correction: Found 'Comit' instead of 'Process' in the footer.,Low
Request: Could we update the Navbar to be more crashing production?,Low
Request: Could we update the Dashboard card to be more crashing production?,Low
Text correction: Found 'Recieve' instead of 'Process' in the footer.,Low
Request: Could we update the Submit button to be more leaking credentials?,Low
Request: Could we update the Footer to be more completely unresponsive?,Low
Text correction: Found 'Recieve' instead of 'Receive' in the footer.,Low
Request: Could we update the Navbar to be more crashing production?,Low
Minor Submit button misalignment in the React Store view.,Low
Text correction: Found 'Proccess' instead of 'Receive' in the footer.,Low
Minor Avatar upload misalignment in the Prisma Layer view.,Low
Request: Could we update the Submit button to be more completely unresponsive?,Low
Text correction: Found 'Recieve' instead of 'Receive' in the footer.,Low
Styling: Avatar upload padding is slightly missing.,Low
Minor Avatar upload misalignment in the Auth Service view.,Low
Minor Submit button misalignment in the Prisma Layer view.,Low
Cosmetic: Typo in React Store - 'Comit' should be 'Login'.,Low
Text correction: Found 'Loggin' instead of 'Login' in the footer.,Low
Styling: Footer padding is slightly missing.,Low
Minor Avatar upload misalignment in the S3 Bucket view.,Low
Request: Could we update the Submit button to be more completely unresponsive?,Low
Styling: Submit button padding is slightly unresponsive.,Low
Styling: Footer padding is slightly lagging.,Low
Cosmetic: Typo in Prisma Layer - 'Loggin' should be 'Receive'.,Low
Cosmetic: Typo in Payment Module - 'Recieve' should be 'Login'.,Low
Text correction: Found 'Loggin' instead of 'Receive' in the footer.,Low
Cosmetic: Typo in Prisma Layer - 'Proccess' should be 'Commit'.,Low
Styling: Navbar padding is slightly lagging.,Low
Request: Could we update the Navbar to be more leaking credentials?,Low
Styling: Submit button padding is slightly off-center.,Low
Request: Could we update the Submit button to be more completely unresponsive?,Low
Minor Dashboard card misalignment in the S3 Bucket view.,Low
Text correction: Found 'Comit' instead of 'Receive' in the footer.,Low
Minor Submit button misalignment in the Payment Module view.,Low
Text correction: Found 'Loggin' instead of 'Commit' in the footer.,Low
Cosmetic: Typo in Payment Module - 'Recieve' should be 'Commit'.,Low
Request: Could we update the Navbar to be more completely unresponsive?,Low
Styling: Navbar padding is slightly off-center.,Low
Request: Could we update the Footer to be more completely unresponsive?,Low
Styling: Navbar padding is slightly off-center.,Low
Request: Could we update the Dashboard card to be more leaking credentials?,Low
Text correction: Found 'Recieve' instead of 'Process' in the footer.,Low
Styling: Footer padding is slightly off-center.,Low
Request: Could we update the Avatar upload to be more crashing production?,Low
Styling: Dashboard card padding is slightly unresponsive.,Low
Text correction: Found 'Proccess' instead of 'Commit' in the footer.,Low
Cosmetic: Typo in React Store - 'Proccess' should be 'Commit'.,Low
Cosmetic: Typo in S3 Bucket - 'Loggin' should be 'Process'.,Low
Request: Could we update the Footer to be more dropping connections?,Low
Cosmetic: Typo in S3 Bucket - 'Loggin' should be 'Commit'.,Low
Minor Footer misalignment in the S3 Bucket view.,Low
Request: Could we update the Avatar upload to be more crashing production?,Low
Request: Could we update the Avatar upload to be more completely unresponsive?,Low
Styling: Submit button padding is slightly lagging.,Low
Request: Could we update the Dashboard card to be more completely unresponsive?,Low
Styling: Navbar padding is slightly off-center.,Low
Minor Submit button misalignment in the API Gateway view.,Low
Styling: Avatar upload padding is slightly lagging.,Low
Styling: Dashboard card padding is slightly lagging.,Low
Cosmetic: Typo in S3 Bucket - 'Recieve' should be 'Process'.,Low
Minor Avatar upload misalignment in the API Gateway view.,Low
Cosmetic: Typo in React Store - 'Proccess' should be 'Process'.,Low
Styling: Avatar upload padding is slightly lagging.,Low
Cosmetic: Typo in Payment Module - 'Proccess' should be 'Process'.,Low
Text correction: Found 'Loggin' instead of 'Process' in the footer.,Low
Cosmetic: Typo in Payment Module - 'Comit' should be 'Process'.,Low
Minor Navbar misalignment in the Payment Module view.,Low
Minor Submit button misalignment in the S3 Bucket view.,Low
Cosmetic: Typo in React Store - 'Comit' should be 'Commit'.,Low
Minor Submit button misalignment in the React Store view.,Low
Cosmetic: Typo in S3 Bucket - 'Recieve' should be 'Login'.,Low
Request: Could we update the Footer to be more crashing production?,Low
Styling: Avatar upload padding is slightly missing.,Low
Text correction: Found 'Loggin' instead of 'Login' in the footer.,Low
Styling: Dashboard card padding is slightly unresponsive.,Low
Request: Could we update the Submit button to be more dropping connections?,Low
Minor Dashboard card misalignment in the Prisma Layer view.,Low
Text correction: Found 'Loggin' instead of 'Receive' in the footer.,Low
Cosmetic: Typo in API Gateway - 'Proccess' should be 'Process'.,Low
Request: Could we update the Submit button to be more leaking credentials?,Low
Text correction: Found 'Comit' instead of 'Process' in the footer.,Low
Cosmetic: Typo in S3 Bucket - 'Recieve' should be 'Receive'.,Low
Cosmetic: Typo in React Store - 'Loggin' should be 'Commit'.,Low
Text correction: Found 'Loggin' instead of 'Receive' in the footer.,Low
Minor Dashboard card misalignment in the API Gateway view.,Low
Request: Could we update the Avatar upload to be more dropping connections?,Low
Minor Dashboard card misalignment in the S3 Bucket view.,Low
Minor Footer misalignment in the Auth Service view.,Low
Minor Footer misalignment in the React Store view.,Low
Text correction: Found 'Recieve' instead of 'Commit' in the footer.,Low
Styling: Footer padding is slightly broken.,Low
Request: Could we update the Footer to be more leaking credentials?,Low
Cosmetic: Typo in S3 Bucket - 'Comit' should be 'Receive'.,Low
Cosmetic: Typo in React Store - 'Loggin' should be 'Receive'.,Low
Text correction: Found 'Proccess' instead of 'Commit' in the footer.,Low
Text correction: Found 'Comit' instead of 'Receive' in the footer.,Low
Request: Could we update the Footer to be more completely unresponsive?,Low
Text correction: Found 'Recieve' instead of 'Login' in the footer.,Low
Text correction: Found 'Comit' instead of 'Process' in the footer.,Low
Styling: Navbar padding is slightly off-center.,Low
Minor Footer misalignment in the API Gateway view.,Low
Cosmetic: Typo in Payment Module - 'Loggin' should be 'Receive'.,Low
Minor Navbar misalignment in the Prisma Layer view.,Low
Text correction: Found 'Recieve' instead of 'Process' in the footer.,Low
Minor Dashboard card misalignment in the Prisma Layer view.,Low
Request: Could we update the Footer to be more completely unresponsive?,Low
Text correction: Found 'Proccess' instead of 'Receive' in the footer.,Low
Cosmetic: Typo in Payment Module - 'Loggin' should be 'Receive'.,Low
Minor Navbar misalignment in the Prisma Layer view.,Low
Styling: Navbar padding is slightly unresponsive.,Low
Request: Could we update the Dashboard card to be more completely unresponsive?,Low
Cosmetic: Typo in Auth Service - 'Proccess' should be 'Commit'.,Low
Minor Submit button misalignment in the Prisma Layer view.,Low
Styling: Dashboard card padding is slightly lagging.,Low
Request: Could we update the Navbar to be more crashing production?,Low
Cosmetic: Typo in API Gateway - 'Proccess' should be 'Commit'.,Low
Minor Dashboard card misalignment in the API Gateway view.,Low
Request: Could we update the Navbar to be more dropping connections?,Low
Text correction: Found 'Loggin' instead of 'Receive' in the footer.,Low
Minor Dashboard card misalignment in the API Gateway view.,Low
Styling: Footer padding is slightly missing.,Low
Text correction: Found 'Comit' instead of 'Commit' in the footer.,Low
Styling: Dashboard card padding is slightly failing.,Low
Minor Dashboard card misalignment in the Payment Module view.,Low
Styling: Dashboard card padding is slightly failing.,Low
Minor Dashboard card misalignment in the S3 Bucket view.,Low
Cosmetic: Typo in Auth Service - 'Loggin' should be 'Process'.,Low
Request: Could we update the Dashboard card to be more leaking credentials?,Low
Cosmetic: Typo in Prisma Layer - 'Loggin' should be 'Process'.,Low
Styling: Footer padding is slightly failing.,Low
Cosmetic: Typo in Auth Service - 'Proccess' should be 'Process'.,Low
Minor Dashboard card misalignment in the React Store view.,Low
Styling: Dashboard card padding is slightly broken.,Low
Cosmetic: Typo in Prisma Layer - 'Proccess' should be 'Login'.,Low
Styling: Avatar upload padding is slightly lagging.,Low
Minor Dashboard card misalignment in the API Gateway view.,Low
Styling: Navbar padding is slightly unresponsive.,Low
Text correction: Found 'Recieve' instead of 'Receive' in the footer.,Low
Text correction: Found 'Comit' instead of 'Receive' in the footer.,Low
Styling: Dashboard card padding is slightly off-center.,Low
Request: Could we update the Dashboard card to be more leaking credentials?,Low
Cosmetic: Typo in React Store - 'Loggin' should be 'Login'.,Low
Minor Footer misalignment in the React Store view.,Low
Minor Submit button misalignment in the React Store view.,Low
Cosmetic: Typo in API Gateway - 'Loggin' should be 'Receive'.,Low
Request: Could we update the Navbar to be more completely unresponsive?,Low
Styling: Footer padding is slightly lagging.,Low
Styling: Avatar upload padding is slightly unresponsive.,Low
Request: Could we update the Submit button to be more dropping connections?,Low
Cosmetic: Typo in S3 Bucket - 'Loggin' should be 'Login'.,Low
Cosmetic: Typo in React Store - 'Recieve' should be 'Login'.,Low
Text correction: Found 'Recieve' instead of 'Process' in the footer.,Low
Text correction: Found 'Loggin' instead of 'Commit' in the footer.,Low
Request: Could we update the Dashboard card to be more dropping connections?,Low
Minor Avatar upload misalignment in the Prisma Layer view.,Low
Request: Could we update the Navbar to be more leaking credentials?,Low
Cosmetic: Typo in Prisma Layer - 'Recieve' should be 'Receive'.,Low
Minor Footer misalignment in the S3 Bucket view.,Low
Request: Could we update the Navbar to be more dropping connections?,Low
Text correction: Found 'Proccess' instead of 'Login' in the footer.,Low
Cosmetic: Typo in S3 Bucket - 'Loggin' should be 'Login'.,Low
Styling: Footer padding is slightly unresponsive.,Low
Cosmetic: Typo in React Store - 'Loggin' should be 'Login'.,Low
Cosmetic: Typo in React Store - 'Loggin' should be 'Receive'.,Low
Request: Could we update the Avatar upload to be more leaking credentials?,Low
Text correction: Found 'Proccess' instead of 'Commit' in the footer.,Low
Cosmetic: Typo in Auth Service - 'Comit' should be 'Commit'.,Low
Styling: Avatar upload padding is slightly failing.,Low
Styling: Footer padding is slightly unresponsive.,Low
Minor Dashboard card misalignment in the React Store view.,Low
Styling: Submit button padding is slightly broken.,Low
Cosmetic: Typo in Prisma Layer - 'Recieve' should be 'Login'.,Low
Cosmetic: Typo in React Store - 'Proccess' should be 'Login'.,Low
Minor Footer misalignment in the Prisma Layer view.,Low
Cosmetic: Typo in Payment Module - 'Recieve' should be 'Commit'.,Low
Cosmetic: Typo in Payment Module - 'Recieve' should be 'Login'.,Low
Request: Could we update the Footer to be more crashing production?,Low
Text correction: Found 'Recieve' instead of 'Process' in the footer.,Low
Request: Could we update the Avatar upload to be more completely unresponsive?,Low
Text correction: Found 'Comit' instead of 'Login' in the footer.,Low
Minor Avatar upload misalignment in the Payment Module view.,Low
Styling: Navbar padding is slightly failing.,Low
Minor Submit button misalignment in the Prisma Layer view.,Low
Request: Could we update the Footer to be more dropping connections?,Low
Request: Could we update the Dashboard card to be more completely unresponsive?,Low
Text correction: Found 'Loggin' instead of 'Receive' in the footer.,Low
